GVID-101237,php-cve-2008-5625
GVID-101238,php-cve-2008-5658
GVID-101239,php-cve-2008-5814
GVID-101240,php-cve-2008-5844
GVID-101241,php-cve-2008-7002
GVID-101242,php-cve-2008-7068
GVID-101243,php-cve-2009-0754
GVID-101244,php-cve-2009-1271
GVID-101245,php-cve-2009-1272
GVID-101246,php-cve-2009-2626
GVID-101247,php-cve-2009-2687
GVID-101248,php-cve-2009-3291
GVID-101249,php-cve-2009-3292
GVID-101250,php-cve-2009-3293
GVID-101251,php-cve-2009-3294
GVID-101252,php-cve-2009-3546
GVID-101253,php-cve-2009-3557
GVID-101254,php-cve-2009-3558
GVID-101255,php-cve-2009-3559
GVID-101256,php-cve-2009-4017
GVID-101257,php-cve-2009-4018
GVID-101258,php-cve-2009-4142
GVID-101259,php-cve-2009-4143
GVID-101260,php-cve-2009-4418
GVID-101261,php-cve-2009-5016
GVID-101262,php-cve-2010-0397
GVID-101263,php-cve-2010-1128
GVID-101264,php-cve-2010-1129
GVID-101265,php-cve-2010-1130
GVID-101266,php-cve-2010-1860
GVID-101267,php-cve-2010-1861
GVID-101268,php-cve-2010-1862
GVID-101269,php-cve-2010-1864
GVID-101270,php-cve-2010-1866
GVID-101271,php-cve-2010-1868
GVID-101272,php-cve-2010-1914
GVID-101273,php-cve-2010-1915
GVID-101274,php-cve-2010-1917
GVID-101275,php-cve-2010-2093
GVID-101276,php-cve-2010-2094
GVID-101277,php-cve-2010-2097
GVID-101278,php-cve-2010-2100
GVID-101279,php-cve-2010-2101
GVID-101280,php-cve-2010-2190
GVID-101281,php-cve-2010-2191
GVID-101282,php-cve-2010-2225
GVID-101283,php-cve-2010-2484
GVID-101284,php-cve-2010-2531
GVID-101285,php-cve-2010-2950
GVID-101286,php-cve-2010-3062
GVID-101287,php-cve-2010-3063
GVID-101288,php-cve-2010-3064
GVID-101289,php-cve-2010-3065
GVID-101290,php-cve-2010-3436
GVID-101291,php-cve-2010-3709
GVID-101292,php-cve-2010-3710
GVID-101293,php-cve-2010-3870
GVID-101294,php-cve-2010-4150
GVID-101295,php-cve-2010-4409
GVID-101296,php-cve-2010-4645
GVID-101297,php-cve-2010-4697
GVID-101298,php-cve-2010-4698
GVID-101299,php-cve-2010-4699
GVID-101300,php-cve-2010-4700
GVID-101301,php-cve-2011-0420
GVID-101302,php-cve-2011-0421
GVID-101303,php-cve-2011-0441
GVID-101304,php-cve-2011-0708
GVID-101305,php-cve-2011-0752
GVID-101306,php-cve-2011-0753
GVID-101307,php-cve-2011-0754
GVID-101308,php-cve-2011-0755
GVID-101309,php-cve-2011-1092
GVID-101310,php-cve-2011-1148
GVID-101311,php-cve-2011-1153
GVID-101312,php-cve-2011-1398
GVID-101313,php-cve-2011-1464
GVID-101314,php-cve-2011-1466
GVID-101315,php-cve-2011-1467
GVID-101316,php-cve-2011-1468
GVID-101317,php-cve-2011-1469
GVID-101318,php-cve-2011-1470
GVID-101319,php-cve-2011-1471
GVID-101320,php-cve-2011-1657
GVID-101321,php-cve-2011-1938
GVID-101322,php-cve-2011-2202
GVID-101323,php-cve-2011-2483
GVID-101324,php-cve-2011-3182
GVID-101325,php-cve-2011-3189
GVID-101326,php-cve-2011-3267
GVID-101327,php-cve-2011-3268
GVID-101328,php-cve-2011-3379
GVID-101329,php-cve-2011-3389
GVID-101330,php-cve-2011-4153
GVID-101331,php-cve-2011-4566
GVID-101332,php-cve-2011-4718
GVID-101333,php-cve-2011-4885
GVID-101334,php-cve-2012-0057
GVID-101335,php-cve-2012-0781
GVID-101336,php-cve-2012-0788
GVID-101337,php-cve-2012-0789
GVID-101338,php-cve-2012-0830
GVID-101339,php-cve-2012-0831
GVID-101340,php-cve-2012-1171
GVID-101341,php-cve-2012-1172
GVID-101342,php-cve-2012-1823
GVID-101343,php-cve-2012-1823
GVID-101344,php-cve-2012-2143
GVID-101345,php-cve-2012-2311
GVID-101346,php-cve-2012-2329
GVID-101347,php-cve-2012-2335
GVID-101348,php-cve-2012-2336
GVID-101349,php-cve-2012-2376
GVID-101350,php-cve-2012-2386
GVID-101351,php-cve-2012-2688
GVID-101352,php-cve-2012-3365
GVID-101353,php-cve-2012-3450
GVID-101354,php-cve-2012-4388
GVID-101355,php-cve-2012-6113
GVID-101356,php-cve-2013-1635
GVID-101357,php-cve-2013-1643
GVID-101358,php-cve-2013-1824
GVID-101359,php-cve-2013-2110
GVID-101360,php-cve-2013-4113
GVID-101361,php-cve-2013-4248
GVID-101362,php-cve-2013-4635
GVID-101363,php-cve-2013-4636
GVID-101364,php-cve-2013-6420
GVID-101365,php-cve-2013-6501
GVID-101366,php-cve-2013-6712
GVID-101367,php-cve-2013-7226
GVID-101368,php-cve-2013-7327
GVID-101369,php-cve-2013-7328
GVID-101370,php-cve-2014-0185
GVID-101371,php-cve-2014-0207
GVID-101372,php-cve-2014-0236
GVID-101373,php-cve-2014-0237
GVID-101374,php-cve-2014-0238
GVID-101375,php-cve-2014-2020
GVID-101376,php-cve-2014-2497
GVID-101377,php-cve-2014-3478
GVID-101378,php-cve-2014-3479
GVID-101379,php-cve-2014-3480
GVID-101380,php-cve-2014-3487
GVID-101381,php-cve-2014-3515
GVID-101382,php-cve-2014-3587
GVID-101383,php-cve-2014-3597
GVID-101384,php-cve-2014-3668
GVID-101385,php-cve-2014-3669
GVID-101386,php-cve-2014-3670
GVID-101387,php-cve-2014-3710
GVID-101388,php-cve-2014-3981
GVID-101389,php-cve-2014-4670
GVID-101390,php-cve-2014-4698
GVID-101391,php-cve-2014-4721
GVID-101392,php-cve-2014-5120
GVID-101393,php-cve-2014-5459
GVID-101394,php-cve-2014-8142
GVID-101395,php-cve-2014-8626
GVID-101396,php-cve-2014-9425
GVID-101397,php-cve-2014-9426
GVID-101398,php-cve-2014-9427
GVID-101399,php-cve-2014-9652
GVID-101400,php-cve-2014-9653
GVID-101401,php-cve-2014-9705
GVID-101402,php-cve-2014-9709
GVID-101403,php-cve-2014-9767
GVID-101404,php-cve-2014-9912
GVID-101405,php-cve-2015-0231
GVID-101406,php-cve-2015-0232
GVID-101407,php-cve-2015-0273
GVID-101408,php-cve-2015-1351
GVID-101409,php-cve-2015-1352
GVID-101410,php-cve-2015-2301
GVID-101411,php-cve-2015-2331
GVID-101412,php-cve-2015-2348
GVID-101413,php-cve-2015-2783
GVID-101414,php-cve-2015-2787
GVID-101415,php-cve-2015-3307
GVID-101416,php-cve-2015-3329
GVID-101417,php-cve-2015-3330
GVID-101418,php-cve-2015-3411
GVID-101419,php-cve-2015-3412
GVID-101420,php-cve-2015-4021
GVID-101421,php-cve-2015-4022
GVID-101422,php-cve-2015-4024
GVID-101423,php-cve-2015-4025
GVID-101424,php-cve-2015-4026
GVID-101425,php-cve-2015-4116
GVID-101426,php-cve-2015-4147
GVID-101427,php-cve-2015-4148
GVID-101428,php-cve-2015-4598
GVID-101429,php-cve-2015-4599
GVID-101430,php-cve-2015-4600
GVID-101431,php-cve-2015-4601
GVID-101432,php-cve-2015-4602
GVID-101433,php-cve-2015-4603
GVID-101434,php-cve-2015-4604
GVID-101435,php-cve-2015-4605
GVID-101436,php-cve-2015-4642
GVID-101437,php-cve-2015-4643
GVID-101438,php-cve-2015-4644
GVID-101439,php-cve-2015-5589
GVID-101440,php-cve-2015-5590
GVID-101441,php-cve-2015-6831
GVID-101442,php-cve-2015-6832
GVID-101443,php-cve-2015-6833
GVID-101444,php-cve-2015-6834
GVID-101445,php-cve-2015-6835
GVID-101446,php-cve-2015-6836
GVID-101447,php-cve-2015-6837
GVID-101448,php-cve-2015-6838
GVID-101449,php-cve-2015-7803
GVID-101450,php-cve-2015-7804
GVID-101451,php-cve-2015-8616
GVID-101452,php-cve-2015-8617
GVID-101453,php-cve-2015-8835
GVID-101454,php-cve-2015-8838
GVID-101455,php-cve-2015-8865
GVID-101456,php-cve-2015-8866
GVID-101457,php-cve-2015-8867
GVID-101458,php-cve-2015-8873
GVID-101459,php-cve-2015-8874
GVID-101460,php-cve-2015-8876
GVID-101461,php-cve-2015-8877
GVID-101462,php-cve-2015-8878
GVID-101463,php-cve-2015-8879
GVID-101464,php-cve-2015-8880
GVID-101465,php-cve-2015-8935
GVID-101466,php-cve-2015-8994
GVID-101467,php-cve-2015-9253
GVID-101468,php-cve-2016-10158
GVID-101469,php-cve-2016-10159
GVID-101470,php-cve-2016-10160
GVID-101471,php-cve-2016-10161
GVID-101472,php-cve-2016-10162
GVID-101473,php-cve-2016-10397
GVID-101474,php-cve-2016-10712
GVID-101475,php-cve-2016-1903
GVID-101476,php-cve-2016-1904
GVID-101477,php-cve-2016-2554
GVID-101478,php-cve-2016-3078
GVID-101479,php-cve-2016-3132
GVID-101480,php-cve-2016-3141
GVID-101481,php-cve-2016-3142
GVID-101482,php-cve-2016-3185
GVID-101483,php-cve-2016-4070
GVID-101484,php-cve-2016-4071
GVID-101485,php-cve-2016-4072
GVID-101486,php-cve-2016-4073
GVID-101487,php-cve-2016-4342
GVID-101488,php-cve-2016-4343
GVID-101489,php-cve-2016-4344
GVID-101490,php-cve-2016-4345
GVID-101491,php-cve-2016-4346
GVID-101492,php-cve-2016-4473
GVID-101493,php-cve-2016-4537
GVID-101494,php-cve-2016-4538
GVID-101495,php-cve-2016-4539
GVID-101496,php-cve-2016-4540
GVID-101497,php-cve-2016-4541
GVID-101498,php-cve-2016-4542
GVID-101499,php-cve-2016-4543
GVID-101500,php-cve-2016-4544
GVID-101501,php-cve-2016-5093
GVID-101502,php-cve-2016-5094
GVID-101503,php-cve-2016-5095
GVID-101504,php-cve-2016-5096
GVID-101505,php-cve-2016-5114
GVID-101506,php-cve-2016-5385
GVID-101507,php-cve-2016-5399
GVID-101508,php-cve-2016-5768
GVID-101509,php-cve-2016-5769
GVID-101510,php-cve-2016-5770
GVID-101511,php-cve-2016-5771
GVID-101512,php-cve-2016-5772
GVID-101513,php-cve-2016-5773
GVID-101514,php-cve-2016-6288
GVID-101515,php-cve-2016-6289
GVID-101516,php-cve-2016-6290
GVID-101517,php-cve-2016-6291
GVID-101518,php-cve-2016-6292
GVID-101519,php-cve-2016-6294
GVID-101520,php-cve-2016-6295
GVID-101521,php-cve-2016-6296
GVID-101522,php-cve-2016-6297
GVID-101523,php-cve-2016-7124
GVID-101524,php-cve-2016-7125
GVID-101525,php-cve-2016-7126
GVID-101526,php-cve-2016-7127
GVID-101527,php-cve-2016-7128
GVID-101528,php-cve-2016-7129
GVID-101529,php-cve-2016-7130
GVID-101530,php-cve-2016-7131
GVID-101531,php-cve-2016-7132
GVID-101532,php-cve-2016-7133
GVID-101533,php-cve-2016-7134
GVID-101534,php-cve-2016-7411
GVID-101535,php-cve-2016-7412
GVID-101536,php-cve-2016-7413
GVID-101537,php-cve-2016-7414
GVID-101538,php-cve-2016-7416
GVID-101539,php-cve-2016-7417
GVID-101540,php-cve-2016-7418
GVID-101541,php-cve-2016-7478
GVID-101542,php-cve-2016-7479
GVID-101543,php-cve-2016-7480
GVID-101544,php-cve-2016-7568
GVID-101545,php-cve-2016-9137
GVID-101546,php-cve-2016-9138
GVID-101547,php-cve-2016-9934
GVID-101548,php-cve-2016-9935
GVID-101549,php-cve-2016-9936
GVID-101550,php-cve-2017-11142
GVID-101551,php-cve-2017-11143
GVID-101552,php-cve-2017-11144
GVID-101553,php-cve-2017-11145
GVID-101554,php-cve-2017-11147
GVID-101555,php-cve-2017-11362
GVID-101556,php-cve-2017-11628
GVID-101557,php-cve-2017-12932
GVID-101558,php-cve-2017-12933
GVID-101559,php-cve-2017-12934
GVID-101560,php-cve-2017-16642
GVID-101561,php-cve-2017-5340
GVID-101562,php-cve-2017-7189
GVID-101563,php-cve-2017-7272
GVID-101564,php-cve-2017-7890
GVID-101565,php-cve-2017-8923
GVID-101566,php-cve-2017-9118
GVID-101567,php-cve-2017-9119
GVID-101568,php-cve-2017-9120
GVID-101569,php-cve-2018-10545
GVID-101570,php-cve-2018-10546
GVID-101571,php-cve-2018-10547
GVID-101572,php-cve-2018-10548
GVID-101573,php-cve-2018-10549
GVID-101574,php-cve-2018-12882
GVID-101575,php-cve-2018-14851
GVID-101576,php-cve-2018-14883
GVID-101577,php-cve-2018-14884
GVID-101578,php-cve-2018-15132
GVID-101579,php-cve-2018-17082
GVID-101580,php-cve-2018-19395
GVID-101581,php-cve-2018-19396
GVID-101582,php-cve-2018-19518
GVID-101583,php-cve-2018-19520
GVID-101584,php-cve-2018-19935
GVID-101585,php-cve-2018-20783
GVID-101586,php-cve-2018-5711
GVID-101587,php-cve-2018-5712
GVID-101588,php-cve-2018-7584
GVID-101589,php-cve-2019-11034
GVID-101590,php-cve-2019-11035
GVID-101591,php-cve-2019-11036
GVID-101592,php-cve-2019-11038
GVID-101593,php-cve-2019-11039
GVID-101594,php-cve-2019-11040
GVID-101595,php-cve-2019-11041
GVID-101596,php-cve-2019-11042
GVID-101597,php-cve-2019-6977
GVID-101598,php-cve-2019-9020
GVID-101599,php-cve-2019-9021
GVID-101600,php-cve-2019-9022
GVID-101601,php-cve-2019-9023
GVID-101602,php-cve-2019-9024
GVID-101603,php-cve-2019-9025
GVID-101604,php-cve-2019-9637
GVID-101605,php-cve-2019-9638
GVID-101606,php-cve-2019-9639
GVID-101607,php-cve-2019-9640
GVID-101608,php-cve-2019-9641
GVID-101609,php-cve-2019-9675
GVID-101610,php-ecalloc-integer-overflow
GVID-101611,php-fixed-an-integer-overflow-inside-chunk-split
GVID-101612,php-fixed-crashes-on-invalid-parameters-in-intl-extension
GVID-101613,php-fixed-dl-to-limit-argument-size-to-maxpathlen
GVID-101614,php-fixed-ext-filter-email-validation-vulnerability
GVID-101615,php-fixed-iconv-functions-to-limit-argument-sizes-cve-2007-4783
GVID-101616,php-fixed-iconv-functions-to-limit-argument-sizes-cve-2007-4840
GVID-101617,php-fixed-mops-2010-24
GVID-101618,php-fixed-null-pointer-dereference-in-ziparchivegetarchivecomment
GVID-101619,php-fixed-possible-flaw-in-open-basedir
GVID-101620,php-fixed-possible-infinite-loop-in-imagecreatefrompng
GVID-101621,php-fixed-possible-invalid-read-in-glob-win32-implementation
GVID-101622,php-fixed-security-issue-in-imagerotate
GVID-101623,php-fixed-security-issue
GVID-101624,php-fixed-security-issues-cve-2008-2666
GVID-101625,php-fixed-splobjectstorage-unserialization-problems
GVID-101626,php-gd-wbmp-used-with-invalid-image-size
GVID-101627,php-iptcembed-interruption-information-leak-vulnerability
GVID-101628,php-mb-strcut-returns-garbage-with-the-excessive-length-parameter
GVID-101629,php-msg-receive-memory-allocation-integer-overflow-vulnerabilty
GVID-101630,php-null-pointer-dereference-when-processing-invalid-xml-rpc-requests
GVID-101631,php-possible-double-free-in-imap-extension
GVID-101632,php-possible-interruption-array-leak-in-strrchr
GVID-101633,php-possible-overflow-inside-memnstr
GVID-101634,php-printf-family-64-bit-casting-vulnerabilities
GVID-101635,php-rewrote-var-export-to-use-smart-str
GVID-101636,php-segfault-in-filter-var-with-filter-validate-email-with-large-amount-of-data
GVID-101637,php-str-replace-memory-allocation-integer-overflow-vulnerability
GVID-101638,php-unserialize-64-bit-array-creation-denial-of-service-vulnerability
GVID-101639,php-upgraded-pcre-to-version-7-8
GVID-101640,php-utf8-decode-vulnerabilities-and-deficiencies-in-the-number-of-reported-malformed-sequences
GVID-101641,php-wddx-session-deserialization-information-leak-vulnerability
